Equipamento,Escala,IMO,Inicio,Fim,Unidade,Quantidade
QC09,PTSIE308432860,5227531,2022-03-04 15:41:12,2022-03-05 12:15:05,Unidade,257.0
QC07,PTSIE308432860,5227531,2022-03-05 12:15:05,2022-03-05 01:58:02,Unidade,260.0
QC04,PTSIE803031489,9371843,2022-03-19 03:58:05,2022-03-19 12:07:17,Unidade,291.0
QC05,PTSIE803031489,9371843,2022-03-19 12:07:17,2022-03-20 01:27:59,Unidade,276.0
QC02,PTSIE803031489,9371843,2022-03-20 01:27:59,2022-03-20 09:22:14,Tonelada,391.69523800799396
QC09,PTSIE116552359,8348156,2023-02-04 22:23:44,2023-02-05 18:32:35,Unidade,23.0
QC07,PTSIE116552359,8348156,2023-02-05 18:32:35,2023-02-05 05:11:01,Unidade,53.0
QC08,PTSIE116552359,8348156,2023-02-05 05:11:01,2023-02-05 02:23:50,Unidade,268.0
QC06,PTSIE116552359,8348156,2023-02-05 02:23:50,2023-02-04 23:10:03,Unidade,12.0
QC05,PTSIE116552359,8348156,2023-02-04 23:10:03,2023-02-04 23:01:29,Unidade,722.0
QC10,PTSIE170454436,7696621,2024-04-27 08:50:08,2024-04-29 07:04:47,Tonelada,458.82021883237354
QC09,PTSIE170454436,7696621,2024-04-29 07:04:47,2024-04-28 07:22:12,Quilograma,1023366.3259744484
QC07,PTSIE170454436,7696621,2024-04-28 07:22:12,2024-04-29 04:16:23,Quilograma,2642441.611827589
QC10,PTSIE476300032,3334408,2023-11-25 02:54:50,2023-11-26 06:46:35,Unidade,232.0
QC09,PTSIE476300032,3334408,2023-11-26 06:46:35,2023-11-26 18:52:45,Unidade,512.0
QC08,PTSIE476300032,3334408,2023-11-26 18:52:45,2023-11-26 05:08:10,Unidade,490.0
QC07,PTSIE476300032,3334408,2023-11-26 05:08:10,2023-11-26 04:28:02,Unidade,296.0
QC02,PTSIE761433469,0558250,2023-06-28 21:34:34,2023-06-29 11:40:31,Unidade,82.0
FLEXIVEL 1,PTSIE761433469,0558250,2023-06-29 11:40:31,2023-06-29 12:33:10,Unidade,149.0
QC03,PTSIE761433469,0558250,2023-06-29 12:33:10,2023-06-29 04:54:34,Unidade,137.0
FLEXIVEL 1,PTSIE757004075,5448949,2024-08-02 03:22:24,2024-08-03 00:24:56,Unidade,326.0
QC02,PTSIE757004075,5448949,2024-08-03 00:24:56,2024-08-02 19:23:34,Unidade,112.0
QC04,PTSIE757004075,5448949,2024-08-02 19:23:34,2024-08-02 06:48:02,Quilograma,1579707.8518275395
QC01,PTSIE757004075,5448949,2024-08-02 06:48:02,2024-08-02 23:59:21,Unidade,308.0
QC03,PTSIE089120154,5227531,2021-11-08 11:44:15,2021-11-08 12:43:54,Unidade,176.0
QC04,PTSIE089120154,5227531,2021-11-08 12:43:54,2021-11-08 22:17:48,Unidade,444.0
QC10,PTSIE958851425,3135716,2023-09-02 06:15:00,2023-09-02 21:38:29,Unidade,1.0
QC09,PTSIE958851425,3135716,2023-09-02 21:38:29,2023-09-02 23:20:48,Tonelada,233.39503282935888
QC08,PTSIE958851425,3135716,2023-09-02 23:20:48,2023-09-02 07:02:23,Unidade,23.0
QC03,PTSIE633278773,4976794,2023-09-13 09:00:20,2023-09-15 06:23:11,Unidade,284.0
QC04,PTSIE633278773,4976794,2023-09-15 06:23:11,2023-09-14 11:00:15,Unidade,338.0
QC07,PTSIE680038305,5163595,2022-09-25 18:51:34,2022-09-26 16:13:03,Unidade,206.0
QC09,PTSIE680038305,5163595,2022-09-26 16:13:03,2022-09-26 14:47:39,Unidade,311.0
QC06,PTSIE680038305,5163595,2022-09-26 14:47:39,2022-09-26 06:25:48,Tonelada,392.50812002788336
QC10,PTSIE680038305,5163595,2022-09-26 06:25:48,2022-09-26 10:27:48,Unidade,15.0
QC08,PTSIE680038305,5163595,2022-09-26 10:27:48,2022-09-26 12:14:34,Unidade,169.0
QC06,PTSIE368980396,8973048,2022-09-20 20:32:22,2022-09-21 13:57:52,Unidade,107.0
QC07,PTSIE368980396,8973048,2022-09-21 13:57:52,2022-09-21 08:32:46,Unidade,197.0
QC05,PTSIE368980396,8973048,2022-09-21 08:32:46,2022-09-20 20:35:40,Unidade,267.0
QC03,PTSIE524643206,2921206,2022-11-04 18:01:41,2022-11-05 08:01:43,Unidade,176.0
QC02,PTSIE524643206,2921206,2022-11-05 08:01:43,2022-11-05 15:47:48,Unidade,753.0
FLEXIVEL 1,PTSIE524643206,2921206,2022-11-05 15:47:48,2022-11-04 23:25:22,Quilograma,167971.637321881
QC05,PTSIE524643206,2921206,2022-11-04 23:25:22,2022-11-05 07:44:14,Unidade,482.0
QC04,PTSIE524643206,2921206,2022-11-05 07:44:14,2022-11-05 04:08:34,Tonelada,849.9971370545824
QC06,PTSIE524643206,2921206,2022-11-05 04:08:34,2022-11-04 23:19:39,Tonelada,707.1372573046023
QC03,PTSIE097743432,1042640,2023-10-17 04:00:44,2023-10-17 18:12:15,Unidade,358.0
QC02,PTSIE097743432,1042640,2023-10-17 18:12:15,2023-10-18 23:49:40,Unidade,599.0
QC04,PTSIE341087827,5403321,2024-01-08 15:54:41,2024-01-10 02:14:27,Tonelada,387.1120467330712
QC06,PTSIE341087827,5403321,2024-01-10 02:14:27,2024-01-09 03:34:53,Unidade,348.0
QC05,PTSIE341087827,5403321,2024-01-09 03:34:53,2024-01-10 02:08:53,Tonelada,355.2135059309896
QC01,PTSIE698096413,0655739,2022-10-26 21:52:46,2022-10-27 09:09:21,Unidade,461.0
QC02,PTSIE698096413,0655739,2022-10-27 09:09:21,2022-10-28 02:02:10,Unidade,172.0
QC04,PTSIE698096413,0655739,2022-10-28 02:02:10,2022-10-28 06:31:23,Unidade,213.0
QC09,PTSIE579599308,0165975,2022-07-18 05:57:35,2022-07-19 01:45:34,Tonelada,192.03385151834001
QC08,PTSIE579599308,0165975,2022-07-19 01:45:34,2022-07-18 10:34:56,Unidade,595.0
QC10,PTSIE579599308,0165975,2022-07-18 10:34:56,2022-07-18 15:57:32,Unidade,442.0
QC07,PTSIE579599308,0165975,2022-07-18 15:57:32,2022-07-19 03:37:39,Unidade,182.0
QC06,PTSIE579599308,0165975,2022-07-19 03:37:39,2022-07-18 07:57:14,Quilograma,870346.7917862638
QC06,PTSIE695343199,2533575,2024-01-07 11:56:01,2024-01-08 04:32:33,Unidade,541.0
QC05,PTSIE695343199,2533575,2024-01-08 04:32:33,2024-01-08 04:24:36,Unidade,407.0
QC03,PTSIE695343199,2533575,2024-01-08 04:24:36,2024-01-07 18:37:38,Unidade,305.0
QC04,PTSIE695343199,2533575,2024-01-07 18:37:38,2024-01-07 17:55:29,Unidade,388.0
QC04,PTSIE929444670,3479727,2022-02-07 16:24:44,2022-02-09 16:12:41,Unidade,368.0
QC05,PTSIE929444670,3479727,2022-02-09 16:12:41,2022-02-08 09:03:03,Tonelada,149.8511693769525
QC06,PTSIE929444670,3479727,2022-02-08 09:03:03,2022-02-07 19:55:39,Unidade,725.0
QC07,PTSIE929444670,3479727,2022-02-07 19:55:39,2022-02-09 00:31:21,Unidade,785.0
QC04,PTSIE647740551,7016463,2022-06-30 10:17:45,2022-06-30 20:00:07,Unidade,279.0
QC06,PTSIE647740551,7016463,2022-06-30 20:00:07,2022-07-01 00:15:12,Unidade,693.0
QC07,PTSIE647740551,7016463,2022-07-01 00:15:12,2022-07-01 03:49:06,Quilograma,609170.8289555387
QC05,PTSIE647740551,7016463,2022-07-01 03:49:06,2022-06-30 23:34:37,Tonelada,457.90641518171424
FLEXIVEL 1,PTSIE647740551,7016463,2022-06-30 23:34:37,2022-06-30 18:17:06,Tonelada,512.2918594104794
QC10,PTSIE624467300,3045243,2022-10-21 09:57:14,2022-10-22 01:45:14,Unidade,218.0
QC09,PTSIE624467300,3045243,2022-10-22 01:45:14,2022-10-21 13:49:44,Unidade,479.0
QC08,PTSIE624467300,3045243,2022-10-21 13:49:44,2022-10-22 04:03:59,Unidade,53.0
QC07,PTSIE624467300,3045243,2022-10-22 04:03:59,2022-10-22 00:44:37,Tonelada,62.31269734748713
QC06,PTSIE624467300,3045243,2022-10-22 00:44:37,2022-10-21 18:32:30,Tonelada,80.38161094603058
QC08,PTSIE762502416,9153061,2024-05-15 14:51:36,2024-05-18 08:41:30,Unidade,508.0
QC09,PTSIE762502416,9153061,2024-05-18 08:41:30,2024-05-15 17:10:18,Unidade,191.0
QC10,PTSIE762502416,9153061,2024-05-15 17:10:18,2024-05-17 17:32:14,Unidade,171.0
QC08,PTSIE638999425,2638924,2022-10-04 08:18:12,2022-10-04 20:25:52,Unidade,367.0
QC09,PTSIE638999425,2638924,2022-10-04 20:25:52,2022-10-04 10:52:31,Unidade,159.0
QC06,PTSIE638999425,2638924,2022-10-04 10:52:31,2022-10-04 20:20:58,Tonelada,293.0963444784769
QC10,PTSIE638999425,2638924,2022-10-04 20:20:58,2022-10-04 21:12:13,Unidade,90.0
QC07,PTSIE638999425,2638924,2022-10-04 21:12:13,2022-10-04 21:54:57,Unidade,226.0
FLEXIVEL 1,PTSIE638999425,2638924,2022-10-04 21:54:57,2022-10-04 13:40:37,Quilograma,934558.8626631552
QC10,PTSIE864741535,9819654,2024-02-19 21:14:19,2024-02-20 17:32:57,Unidade,707.0
QC09,PTSIE864741535,9819654,2024-02-20 17:32:57,2024-02-20 05:13:17,Unidade,486.0
QC04,PTSIE568203079,7342059,2023-05-27 00:50:35,2023-05-27 14:11:53,Quilograma,40108.0
QC05,PTSIE568203079,7342059,2023-05-27 14:11:53,2023-05-27 03:55:02,Unidade,66.0
QC06,PTSIE568203079,7342059,2023-05-27 03:55:02,2023-05-27 21:47:46,Unidade,135.0
QC03,PTSIE568203079,7342059,2023-05-27 21:47:46,2023-05-27 02:34:41,Unidade,244.0
QC08,PTSIE736461905,2489585,2024-07-01 21:09:52,2024-07-02 16:12:11,Unidade,247.0
QC09,PTSIE736461905,2489585,2024-07-02 16:12:11,2024-07-02 06:59:02,Unidade,310.0
QC06,PTSIE736461905,2489585,2024-07-02 06:59:02,2024-07-01 22:59:31,Unidade,198.0
QC10,PTSIE736461905,2489585,2024-07-01 22:59:31,2024-07-02 08:56:30,Unidade,941.0
QC07,PTSIE736461905,2489585,2024-07-02 08:56:30,2024-07-02 11:56:41,Tonelada,744.8321206902812
FLEXIVEL 1,PTSIE736461905,2489585,2024-07-02 11:56:41,2024-07-02 04:05:30,Unidade,234.0
QC10,PTSIE559741518,7419976,2022-08-26 02:44:24,2022-08-26 20:29:33,Unidade,507.0
QC09,PTSIE559741518,7419976,2022-08-26 20:29:33,2022-08-26 06:46:53,Unidade,82.0
QC08,PTSIE559741518,7419976,2022-08-26 06:46:53,2022-08-26 21:06:55,Quilograma,1362009.378610022
QC07,PTSIE559741518,7419976,2022-08-26 21:06:55,2022-08-26 09:26:28,Unidade,290.0
QC09,PTSIE928906277,9471222,2024-03-13 08:25:19,2024-03-13 17:15:07,Unidade,255.0
QC08,PTSIE928906277,9471222,2024-03-13 17:15:07,2024-03-13 20:53:51,Unidade,398.0
QC10,PTSIE928906277,9471222,2024-03-13 20:53:51,2024-03-14 03:05:32,Unidade,178.0
FLEXIVEL 1,PTSIE928906277,9471222,2024-03-14 03:05:32,2024-03-13 11:53:19,Tonelada,951.2502786783559
QC04,PTSIE040576807,7585290,2022-02-02 08:40:13,2022-02-02 22:23:45,Unidade,1.0
QC05,PTSIE040576807,7585290,2022-02-02 22:23:45,2022-02-02 11:24:42,Tonelada,253.87441160422426
QC06,PTSIE040576807,7585290,2022-02-02 11:24:42,2022-02-03 07:33:18,Tonelada,591.5231003571979
QC07,PTSIE040576807,7585290,2022-02-03 07:33:18,2022-02-02 22:28:33,Unidade,717.0
QC03,PTSIE040576807,7585290,2022-02-02 22:28:33,2022-02-02 23:09:53,Unidade,286.0
FLEXIVEL 1,PTSIE040576807,7585290,2022-02-02 23:09:53,2022-02-02 11:36:16,Quilograma,629925.3278000113
QC05,PTSIE211001576,6688273,2023-06-27 02:07:25,2023-06-27 18:05:18,Unidade,353.0
QC07,PTSIE211001576,6688273,2023-06-27 18:05:18,2023-06-30 13:28:04,Unidade,263.0
QC08,PTSIE211001576,6688273,2023-06-30 13:28:04,2023-06-28 05:44:32,Unidade,423.0
QC06,PTSIE211001576,6688273,2023-06-28 05:44:32,2023-06-30 23:19:42,Unidade,965.0
QC09,PTSIE211001576,6688273,2023-06-30 23:19:42,2023-07-01 00:27:28,Unidade,253.0
QC03,PTSIE052787496,8097178,2022-03-22 21:53:17,2022-03-23 19:24:08,Tonelada,229.96135822117702
QC02,PTSIE052787496,8097178,2022-03-23 19:24:08,2022-03-22 22:26:24,Unidade,240.0
QC04,PTSIE200480008,6914614,2022-08-01 13:58:36,2022-08-02 02:21:14,Unidade,236.0
QC05,PTSIE200480008,6914614,2022-08-02 02:21:14,2022-08-02 05:39:23,Unidade,506.0
QC03,PTSIE200480008,6914614,2022-08-02 05:39:23,2022-08-01 17:52:47,Tonelada,191.0604571070018
QC03,PTSIE004560596,3479727,2022-03-02 11:12:34,2022-03-02 19:35:26,Unidade,619.0
QC02,PTSIE004560596,3479727,2022-03-02 19:35:26,2022-03-03 06:52:16,Unidade,231.0
QC01,PTSIE004560596,3479727,2022-03-03 06:52:16,2022-03-03 09:11:37,Unidade,598.0
FLEXIVEL 1,PTSIE004560596,3479727,2022-03-03 09:11:37,2022-03-03 10:17:29,Tonelada,266.2288182674856
FLEXIVEL 2,PTSIE004560596,3479727,2022-03-03 10:17:29,2022-03-02 17:14:33,Unidade,236.0
QC09,PTSIE714506209,5905995,2023-11-11 11:04:36,2023-11-11 15:12:57,Unidade,384.0
QC10,PTSIE714506209,5905995,2023-11-11 15:12:57,2023-11-12 04:10:03,Unidade,736.0
FLEXIVEL 1,PTSIE714506209,5905995,2023-11-12 04:10:03,2023-11-11 20:27:54,Unidade,93.0
QC08,PTSIE714506209,5905995,2023-11-11 20:27:54,2023-11-12 02:13:55,Quilograma,268550.2452174522
QC01,PTSIE807663443,1067304,2021-12-18 13:08:42,2021-12-18 16:57:34,Tonelada,608.8626469499807
QC03,PTSIE807663443,1067304,2021-12-18 16:57:34,2021-12-18 17:32:57,Unidade,732.0
QC02,PTSIE807663443,1067304,2021-12-18 17:32:57,2021-12-18 15:55:28,Unidade,93.0
QC04,PTSIE971503899,0473486,2023-04-18 08:18:35,2023-04-18 15:50:53,Unidade,189.0
QC05,PTSIE971503899,0473486,2023-04-18 15:50:53,2023-04-19 01:34:32,Unidade,310.0
QC06,PTSIE971503899,0473486,2023-04-19 01:34:32,2023-04-18 14:43:58,Unidade,160.0
QC07,PTSIE971503899,0473486,2023-04-18 14:43:58,2023-04-18 11:41:08,Tonelada,195.40743544929467
QC08,PTSIE971503899,0473486,2023-04-18 11:41:08,2023-04-18 09:39:57,Tonelada,614.5414534391746
QC06,PTSIE674859070,9944959,2024-03-11 01:32:59,2024-03-11 12:35:24,Tonelada,605.5090930981842
QC04,PTSIE154148210,2641966,2021-11-05 12:20:47,2021-11-06 01:56:25,Tonelada,617.3671261256096
QC05,PTSIE154148210,2641966,2021-11-06 01:56:25,2021-11-05 12:21:16,Tonelada,343.23096948468736
QC08,PTSIE652362534,3469855,2022-10-04 05:30:20,2022-10-04 20:49:07,Unidade,223.0
QC09,PTSIE652362534,3469855,2022-10-04 20:49:07,2022-10-04 23:50:38,Quilograma,1849391.362944719
QC10,PTSIE652362534,3469855,2022-10-04 23:50:38,2022-10-04 16:32:53,Unidade,620.0
QC09,PTSIE835417725,4563819,2024-02-01 08:32:02,2024-02-02 02:18:20,Unidade,170.0
QC10,PTSIE835417725,4563819,2024-02-02 02:18:20,2024-02-01 22:22:39,Quilograma,562137.0462662464
QC08,PTSIE835417725,4563819,2024-02-01 22:22:39,2024-02-01 22:06:45,Unidade,76.0
QC07,PTSIE835417725,4563819,2024-02-01 22:06:45,2024-02-02 01:32:29,Unidade,316.0
QC03,PTSIE022371368,4895158,2022-12-21 18:45:40,2022-12-22 09:18:22,Tonelada,411.88700657457224
QC04,PTSIE022371368,4895158,2022-12-22 09:18:22,2022-12-21 19:32:14,Unidade,603.0
QC09,PTSIE417918296,7267724,2024-03-23 14:58:36,2024-03-23 20:58:11,Tonelada,276.3478101276008
QC08,PTSIE417918296,7267724,2024-03-23 20:58:11,2024-03-23 20:43:43,Tonelada,446.46510154632364
QC10,PTSIE417918296,7267724,2024-03-23 20:43:43,2024-03-23 22:24:22,Unidade,288.0
QC07,PTSIE417918296,7267724,2024-03-23 22:24:22,2024-03-24 10:48:31,Unidade,147.0
QC06,PTSIE417918296,7267724,2024-03-24 10:48:31,2024-03-23 17:17:52,Tonelada,1088.579353870993
QC03,PTSIE671928612,2281432,2023-09-22 07:34:25,2023-09-24 17:38:32,Unidade,296.0
QC07,PTSIE671928612,2281432,2023-09-24 17:38:32,2023-09-24 18:59:16,Unidade,169.0
QC04,PTSIE671928612,2281432,2023-09-24 18:59:16,2023-09-22 19:30:12,Tonelada,592.4289992015088
QC05,PTSIE671928612,2281432,2023-09-22 19:30:12,2023-09-26 21:54:38,Unidade,377.0
QC01,PTSIE628348541,7026644,2022-05-05 14:57:11,2022-05-05 14:58:08,Tonelada,632.6905017940039
QC02,PTSIE628348541,7026644,2022-05-05 14:58:08,2022-05-06 03:32:33,Unidade,259.0
QC09,PTSIE882615231,4282383,2024-02-29 13:55:08,2024-03-01 12:43:01,Unidade,143.0
QC10,PTSIE882615231,4282383,2024-03-01 12:43:01,2024-03-01 01:09:12,Unidade,80.0
QC08,PTSIE882615231,4282383,2024-03-01 01:09:12,2024-03-01 07:31:27,Tonelada,268.2097817317116
QC07,PTSIE882615231,4282383,2024-03-01 07:31:27,2024-02-29 16:38:25,Unidade,164.0
QC06,PTSIE146678809,8459078,2023-03-20 01:32:32,2023-03-20 08:59:41,Unidade,224.0
QC06,PTSIE993584598,4291897,2022-06-08 08:26:36,2022-06-08 21:24:57,Unidade,214.0
QC05,PTSIE993584598,4291897,2022-06-08 21:24:57,2022-06-09 02:27:59,Unidade,86.0
QC04,PTSIE993584598,4291897,2022-06-09 02:27:59,2022-06-09 08:09:57,Unidade,476.0
QC07,PTSIE993584598,4291897,2022-06-09 08:09:57,2022-06-09 06:35:09,Unidade,180.0
QC08,PTSIE993584598,4291897,2022-06-09 06:35:09,2022-06-08 10:33:06,Unidade,242.0
QC01,PTSIE654115812,4409629,2022-06-12 12:09:48,2022-06-13 05:11:27,Unidade,105.0
QC02,PTSIE654115812,4409629,2022-06-13 05:11:27,2022-06-14 14:14:41,Unidade,297.0
QC03,PTSIE654115812,4409629,2022-06-14 14:14:41,2022-06-14 17:12:58,Quilograma,1838024.4848434036
QC10,PTSIE788746678,6890020,2024-03-05 04:04:54,2024-03-05 10:09:46,Tonelada,575.5307184939754
QC09,PTSIE788746678,6890020,2024-03-05 10:09:46,2024-03-05 20:50:27,Unidade,108.0
QC08,PTSIE788746678,6890020,2024-03-05 20:50:27,2024-03-05 07:36:28,Unidade,547.0
QC06,PTSIE788746678,6890020,2024-03-05 07:36:28,2024-03-06 01:12:39,Unidade,480.0
QC07,PTSIE788746678,6890020,2024-03-06 01:12:39,2024-03-05 04:21:50,Unidade,716.0
QC01,PTSIE557769522,0040500,2023-10-23 19:44:09,2023-10-24 09:03:34,Unidade,306.0
QC02,PTSIE557769522,0040500,2023-10-24 09:03:34,2023-10-23 22:38:40,Tonelada,754.9430638249481
QC06,PTSIE557769522,0040500,2023-10-23 22:38:40,2023-10-24 19:41:39,Unidade,317.0
QC05,PTSIE557769522,0040500,2023-10-24 19:41:39,2023-10-23 20:30:55,Unidade,429.0
QC01,PTSIE856052320,6156522,2024-07-26 16:17:00,2024-07-27 01:55:32,Unidade,34.0
QC02,PTSIE856052320,6156522,2024-07-27 01:55:32,2024-07-26 22:44:35,Unidade,359.0
QC02,PTSIE913058183,2528258,2022-12-18 21:27:50,2022-12-20 21:22:13,Unidade,70.0
QC03,PTSIE913058183,2528258,2022-12-20 21:22:13,2022-12-20 10:51:42,Tonelada,552.8844522222498
QC02,PTSIE537477409,3405955,2023-03-03 13:39:13,2023-03-04 04:12:08,Unidade,741.0
QC04,PTSIE537477409,3405955,2023-03-04 04:12:08,2023-03-04 02:25:36,Unidade,511.0
QC03,PTSIE537477409,3405955,2023-03-04 02:25:36,2023-03-03 16:51:35,Tonelada,528.7092004461067
QC06,PTSIE828670279,4592311,2022-07-16 04:04:58,2022-07-17 22:01:48,Unidade,940.0
QC04,PTSIE828670279,4592311,2022-07-17 22:01:48,2022-07-16 23:49:36,Unidade,596.0
QC07,PTSIE828670279,4592311,2022-07-16 23:49:36,2022-07-18 21:00:48,Unidade,272.0
FLEXIVEL 1,PTSIE828670279,4592311,2022-07-18 21:00:48,2022-07-18 10:53:08,Unidade,422.0
QC08,PTSIE828670279,4592311,2022-07-18 10:53:08,2022-07-18 06:37:04,Unidade,161.0
QC03,PTSIE926567648,9242622,2022-07-12 11:31:30,2022-07-13 14:59:32,Unidade,860.0
QC04,PTSIE926567648,9242622,2022-07-13 14:59:32,2022-07-14 06:40:11,Unidade,311.0
QC05,PTSIE926567648,9242622,2022-07-14 06:40:11,2022-07-13 00:12:58,Unidade,372.0
FLEXIVEL 1,PTSIE926567648,9242622,2022-07-13 00:12:58,2022-07-13 14:27:32,Unidade,597.0
QC04,PTSIE153205881,8652009,2023-05-13 21:27:31,2023-05-14 02:51:23,Quilograma,40108.0
QC05,PTSIE153205881,8652009,2023-05-14 02:51:23,2023-05-14 01:46:19,Unidade,58.0
QC06,PTSIE153205881,8652009,2023-05-14 01:46:19,2023-05-14 12:38:32,Unidade,344.0
QC03,PTSIE153205881,8652009,2023-05-14 12:38:32,2023-05-14 10:44:05,Unidade,154.0
QC07,PTSIE153205881,8652009,2023-05-14 10:44:05,2023-05-13 23:14:13,Tonelada,600.4351365002706
QC08,PTSIE562033648,4994204,2023-07-27 19:40:45,2023-07-27 22:15:24,Tonelada,275.84624470785843
QC10,PTSIE562033648,4994204,2023-07-27 22:15:24,2023-07-29 19:10:14,Tonelada,222.2188887403332
QC09,PTSIE562033648,4994204,2023-07-29 19:10:14,2023-07-28 10:09:42,Unidade,863.0
QC07,PTSIE562033648,4994204,2023-07-28 10:09:42,2023-07-28 10:09:45,Tonelada,415.07740772537477
QC06,PTSIE562033648,4994204,2023-07-28 10:09:45,2023-07-29 02:47:45,Unidade,260.0
QC09,PTSIE346977276,6217293,2022-07-07 06:01:12,2022-07-09 03:58:36,Tonelada,509.5104922459351
QC08,PTSIE346977276,6217293,2022-07-09 03:58:36,2022-07-09 02:37:25,Unidade,62.0
FLEXIVEL 1,PTSIE346977276,6217293,2022-07-09 02:37:25,2022-07-08 07:09:48,Unidade,440.0
QC07,PTSIE346977276,6217293,2022-07-08 07:09:48,2022-07-08 17:14:58,Tonelada,664.6270395990085
QC10,PTSIE346977276,6217293,2022-07-08 17:14:58,2022-07-11 02:50:28,Unidade,508.0
QC10,PTSIE444288939,1284724,2023-04-28 01:48:06,2023-04-28 21:44:43,Tonelada,189.0884364312117
QC09,PTSIE444288939,1284724,2023-04-28 21:44:43,2023-04-28 15:24:10,Tonelada,436.81491777564395
FLEXIVEL 1,PTSIE444288939,1284724,2023-04-28 15:24:10,2023-04-29 00:04:28,Quilograma,1751340.364616636
FLEXIVEL 2,PTSIE444288939,1284724,2023-04-29 00:04:28,2023-04-28 13:00:13,Unidade,261.0
QC07,PTSIE444288939,1284724,2023-04-28 13:00:13,2023-04-28 06:36:43,Unidade,615.0
QC03,PTSIE596584704,6846090,2024-03-14 01:59:06,2024-03-15 00:56:59,Unidade,193.0
QC02,PTSIE596584704,6846090,2024-03-15 00:56:59,2024-03-14 05:13:39,Unidade,139.0
QC04,PTSIE441885120,9497416,2022-01-26 12:04:01,2022-01-26 12:25:58,Unidade,417.0
QC05,PTSIE441885120,9497416,2022-01-26 12:25:58,2022-01-26 18:17:30,Unidade,402.0
QC03,PTSIE441885120,9497416,2022-01-26 18:17:30,2022-01-27 08:37:15,Unidade,33.0
QC06,PTSIE441885120,9497416,2022-01-27 08:37:15,2022-01-26 13:28:00,Unidade,368.0
QC06,PTSIE520827971,5758787,2022-06-25 07:57:29,2022-06-25 11:22:39,Unidade,181.0
QC07,PTSIE520827971,5758787,2022-06-25 11:22:39,2022-06-25 17:05:02,Unidade,42.0
QC05,PTSIE520827971,5758787,2022-06-25 17:05:02,2022-06-25 10:13:14,Quilograma,40108.0
QC04,PTSIE520827971,5758787,2022-06-25 10:13:14,2022-06-25 16:24:15,Unidade,389.0
QC05,PTSIE825200133,0260024,2023-11-19 18:40:04,2023-11-20 16:32:15,Unidade,846.0
QC07,PTSIE825200133,0260024,2023-11-20 16:32:15,2023-11-20 19:11:38,Tonelada,768.3733861943867
QC08,PTSIE825200133,0260024,2023-11-20 19:11:38,2023-11-20 05:28:38,Unidade,24.0
QC06,PTSIE825200133,0260024,2023-11-20 05:28:38,2023-11-20 21:28:44,Unidade,623.0
QC04,PTSIE351150451,6219956,2024-09-24 15:02:12,2024-09-24 16:05:44,Quilograma,241402.44831712695
QC05,PTSIE351150451,6219956,2024-09-24 16:05:44,2024-09-24 21:38:16,Unidade,243.0
QC03,PTSIE351150451,6219956,2024-09-24 21:38:16,2024-09-25 02:31:00,Unidade,523.0
QC06,PTSIE351150451,6219956,2024-09-25 02:31:00,2024-09-25 10:24:35,Unidade,488.0
QC07,PTSIE351150451,6219956,2024-09-25 10:24:35,2024-09-24 22:57:54,Unidade,42.0
QC08,PTSIE351150451,6219956,2024-09-24 22:57:54,2024-09-24 16:56:49,Unidade,336.0
QC04,PTSIE937837964,2837640,2024-03-17 05:35:32,2024-03-17 21:41:45,Tonelada,444.18001296801015
QC06,PTSIE937837964,2837640,2024-03-17 21:41:45,2024-03-18 17:36:37,Unidade,194.0
QC05,PTSIE937837964,2837640,2024-03-18 17:36:37,2024-03-17 06:25:15,Unidade,709.0
FLEXIVEL 1,PTSIE937837964,2837640,2024-03-17 06:25:15,2024-03-18 14:24:28,Unidade,214.0
QC05,PTSIE463433459,3616590,2022-08-20 02:32:13,2022-08-20 23:47:01,Unidade,291.0
QC06,PTSIE463433459,3616590,2022-08-20 23:47:01,2022-08-20 15:11:53,Unidade,262.0
QC07,PTSIE463433459,3616590,2022-08-20 15:11:53,2022-08-20 12:51:42,Unidade,285.0
QC08,PTSIE463433459,3616590,2022-08-20 12:51:42,2022-08-20 13:26:48,Unidade,394.0
QC05,PTSIE986405023,6250716,2023-10-24 17:46:31,2023-10-24 23:33:05,Unidade,332.0
QC06,PTSIE986405023,6250716,2023-10-24 23:33:05,2023-10-25 13:47:07,Unidade,771.0
QC07,PTSIE986405023,6250716,2023-10-25 13:47:07,2023-10-25 05:06:15,Unidade,421.0
QC04,PTSIE986405023,6250716,2023-10-25 05:06:15,2023-10-24 19:00:38,Quilograma,2318456.754099867
QC06,PTSIE916774125,1119934,2023-03-06 01:11:25,2023-03-07 18:25:57,Unidade,929.0
QC05,PTSIE916774125,1119934,2023-03-07 18:25:57,2023-03-08 00:42:39,Unidade,78.0
QC04,PTSIE916774125,1119934,2023-03-08 00:42:39,2023-03-07 02:47:19,Unidade,182.0
QC05,PTSIE554787412,5309132,2023-07-28 17:23:56,2023-07-28 23:08:20,Unidade,132.0
QC04,PTSIE554787412,5309132,2023-07-28 23:08:20,2023-07-28 17:35:04,Tonelada,598.5418184820558
FLEXIVEL 1,PTSIE554787412,5309132,2023-07-28 17:35:04,2023-07-28 17:34:14,Unidade,774.0
QC04,PTSIE374158335,8554452,2022-04-23 12:56:42,2022-04-23 18:48:19,Unidade,351.0
QC05,PTSIE374158335,8554452,2022-04-23 18:48:19,2022-04-24 08:37:03,Unidade,521.0
